name,lat,lng,hour,day,available_spots,total_capacity
India Gate Parking,28.612,77.229,5,2,61,100
City Centre Mall,26.152,91.776,11,2,75,120
Indira Gandhi Athletic Stadium,26.111,91.761,12,5,356,500
Phoenix Marketcity,19.088,72.882,6,2,231,400
India Gate Parking,28.612,77.229,14,6,48,100
Chhatrapati Shivaji Terminus,18.94,72.835,2,0,115,150
UB City Mall,12.971,77.595,3,2,150,200
India Gate Parking,28.612,77.229,1,4,48,100
Select CITYWALK,28.528,77.218,0,0,257,350
City Centre Mall,26.152,91.776,9,3,65,120
UB City Mall,12.971,77.595,17,3,157,200
Chhatrapati Shivaji Terminus,18.94,72.835,13,2,80,150
Select CITYWALK,28.528,77.218,2,6,147,350
Select CITYWALK,28.528,77.218,4,1,198,350
Gateway of India Parking,18.922,72.834,2,4,40,80
Gateway of India Parking,18.922,72.834,10,6,37,80
Phoenix Marketcity,19.088,72.882,20,5,178,400
Guwahati Railway Station,26.181,91.75,23,0,126,300
Gateway of India Parking,18.922,72.834,2,1,62,80
Connaught Place,28.631,77.219,16,2,116,200
Chhatrapati Shivaji Terminus,18.94,72.835,11,4,101,150
Gateway of India Parking,18.922,72.834,9,1,62,80
Connaught Place,28.631,77.219,9,5,104,200
Gateway of India Parking,18.922,72.834,21,6,45,80
Select CITYWALK,28.528,77.218,13,3,201,350
City Centre Mall,26.152,91.776,22,0,90,120
Gateway of India Parking,18.922,72.834,18,1,38,80
Chhatrapati Shivaji Terminus,18.94,72.835,4,3,84,150
Chhatrapati Shivaji Terminus,18.94,72.835,2,4,80,150
City Centre Mall,26.152,91.776,11,6,20,120
Phoenix Marketcity,19.088,72.882,22,5,277,400
UB City Mall,12.971,77.595,7,4,144,200
UB City Mall,12.971,77.595,13,0,129,200
Chhatrapati Shivaji Terminus,18.94,72.835,19,2,78,150
Guwahati Railway Station,26.181,91.75,13,3,200,300
Connaught Place,28.631,77.219,20,6,130,200
Gateway of India Parking,18.922,72.834,4,3,46,80
Indira Gandhi Athletic Stadium,26.111,91.761,7,6,295,500
M Chinnaswamy Stadium,12.978,77.599,3,4,261,600
Chhatrapati Shivaji Terminus,18.94,72.835,16,6,98,150
M Chinnaswamy Stadium,12.978,77.599,6,3,476,600
Select CITYWALK,28.528,77.218,1,3,199,350
Chhatrapati Shivaji Terminus,18.94,72.835,13,0,118,150
City Centre Mall,26.152,91.776,18,4,94,120
UB City Mall,12.971,77.595,5,6,11,200
Select CITYWALK,28.528,77.218,15,1,150,350
Guwahati Railway Station,26.181,91.75,15,2,226,300
Chhatrapati Shivaji Terminus,18.94,72.835,11,5,102,150
Indira Gandhi Athletic Stadium,26.111,91.761,6,5,324,500
Indira Gandhi Athletic Stadium,26.111,91.761,1,4,373,500
Guwahati Railway Station,26.181,91.75,15,1,177,300
Guwahati Railway Station,26.181,91.75,18,0,226,300
Gateway of India Parking,18.922,72.834,8,1,61,80
Connaught Place,28.631,77.219,19,6,80,200
Select CITYWALK,28.528,77.218,4,3,226,350
Chhatrapati Shivaji Terminus,18.94,72.835,17,2,73,150
Chhatrapati Shivaji Terminus,18.94,72.835,6,2,81,150
Indira Gandhi Athletic Stadium,26.111,91.761,12,5,398,500
India Gate Parking,28.612,77.229,14,6,43,100
Indira Gandhi Athletic Stadium,26.111,91.761,13,0,246,500
Guwahati Railway Station,26.181,91.75,13,5,219,300
Guwahati Railway Station,26.181,91.75,4,6,132,300
Chhatrapati Shivaji Terminus,18.94,72.835,6,0,63,150
Phoenix Marketcity,19.088,72.882,1,6,300,400
City Centre Mall,26.152,91.776,11,0,86,120
UB City Mall,12.971,77.595,7,1,100,200
UB City Mall,12.971,77.595,3,2,147,200
Select CITYWALK,28.528,77.218,1,5,246,350
Select CITYWALK,28.528,77.218,23,0,184,350
India Gate Parking,28.612,77.229,2,0,69,100
Connaught Place,28.631,77.219,18,4,134,200
India Gate Parking,28.612,77.229,20,4,76,100
Gateway of India Parking,18.922,72.834,3,6,40,80
Gateway of India Parking,18.922,72.834,13,2,58,80
Select CITYWALK,28.528,77.218,15,3,205,350
Indira Gandhi Athletic Stadium,26.111,91.761,16,3,287,500
Gateway of India Parking,18.922,72.834,2,2,39,80
Select CITYWALK,28.528,77.218,23,4,250,350
India Gate Parking,28.612,77.229,9,6,78,100
India Gate Parking,28.612,77.229,6,1,71,100
Chhatrapati Shivaji Terminus,18.94,72.835,5,0,80,150
Guwahati Railway Station,26.181,91.75,5,5,227,300
UB City Mall,12.971,77.595,4,2,129,200
Select CITYWALK,28.528,77.218,12,6,157,350
Chhatrapati Shivaji Terminus,18.94,72.835,12,3,81,150
Phoenix Marketcity,19.088,72.882,12,5,237,400
Connaught Place,28.631,77.219,13,0,87,200
Select CITYWALK,28.528,77.218,5,1,185,350
Indira Gandhi Athletic Stadium,26.111,91.761,14,3,355,500
Indira Gandhi Athletic Stadium,26.111,91.761,9,5,267,500
Guwahati Railway Station,26.181,91.75,10,5,195,300
Phoenix Marketcity,19.088,72.882,5,1,173,400
UB City Mall,12.971,77.595,8,4,158,200
M Chinnaswamy Stadium,12.978,77.599,7,6,432,600
Chhatrapati Shivaji Terminus,18.94,72.835,21,0,81,150
Chhatrapati Shivaji Terminus,18.94,72.835,9,6,62,150
Chhatrapati Shivaji Terminus,18.94,72.835,17,6,62,150
Phoenix Marketcity,19.088,72.882,3,5,232,400
Connaught Place,28.631,77.219,23,6,145,200
UB City Mall,12.971,77.595,14,4,103,200
M Chinnaswamy Stadium,12.978,77.599,23,2,460,600
Select CITYWALK,28.528,77.218,9,2,279,350
City Centre Mall,26.152,91.776,18,6,20,120
Phoenix Marketcity,19.088,72.882,22,1,294,400
Chhatrapati Shivaji Terminus,18.94,72.835,16,2,85,150
UB City Mall,12.971,77.595,18,6,13,200
UB City Mall,12.971,77.595,23,5,20,200
UB City Mall,12.971,77.595,10,3,114,200
Indira Gandhi Athletic Stadium,26.111,91.761,4,1,372,500
Gateway of India Parking,18.922,72.834,11,2,32,80
UB City Mall,12.971,77.595,2,6,31,200
Phoenix Marketcity,19.088,72.882,9,4,216,400
M Chinnaswamy Stadium,12.978,77.599,2,0,430,600
M Chinnaswamy Stadium,12.978,77.599,9,5,279,600
UB City Mall,12.971,77.595,20,5,35,200
India Gate Parking,28.612,77.229,11,4,44,100
Indira Gandhi Athletic Stadium,26.111,91.761,8,5,266,500
Gateway of India Parking,18.922,72.834,20,4,35,80
Gateway of India Parking,18.922,72.834,14,3,44,80
Connaught Place,28.631,77.219,11,4,117,200
M Chinnaswamy Stadium,12.978,77.599,1,0,414,600
India Gate Parking,28.612,77.229,12,4,75,100
Guwahati Railway Station,26.181,91.75,10,0,224,300
City Centre Mall,26.152,91.776,10,0,72,120
Gateway of India Parking,18.922,72.834,11,6,57,80
City Centre Mall,26.152,91.776,12,5,15,120
City Centre Mall,26.152,91.776,10,0,55,120
Chhatrapati Shivaji Terminus,18.94,72.835,23,5,110,150
Guwahati Railway Station,26.181,91.75,15,5,122,300
M Chinnaswamy Stadium,12.978,77.599,7,5,472,600
India Gate Parking,28.612,77.229,13,5,48,100
Indira Gandhi Athletic Stadium,26.111,91.761,5,1,293,500
M Chinnaswamy Stadium,12.978,77.599,7,4,360,600
Chhatrapati Shivaji Terminus,18.94,72.835,16,0,102,150
Phoenix Marketcity,19.088,72.882,3,4,248,400
Chhatrapati Shivaji Terminus,18.94,72.835,4,3,107,150
M Chinnaswamy Stadium,12.978,77.599,2,3,470,600
M Chinnaswamy Stadium,12.978,77.599,14,2,298,600
Connaught Place,28.631,77.219,3,0,106,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,2,62,150
M Chinnaswamy Stadium,12.978,77.599,10,3,242,600
City Centre Mall,26.152,91.776,20,1,80,120
UB City Mall,12.971,77.595,12,2,82,200
UB City Mall,12.971,77.595,6,1,136,200
Indira Gandhi Athletic Stadium,26.111,91.761,10,0,379,500
Phoenix Marketcity,19.088,72.882,3,4,166,400
City Centre Mall,26.152,91.776,16,1,85,120
M Chinnaswamy Stadium,12.978,77.599,4,2,402,600
Guwahati Railway Station,26.181,91.75,3,1,216,300
City Centre Mall,26.152,91.776,12,4,92,120
Connaught Place,28.631,77.219,8,2,129,200
City Centre Mall,26.152,91.776,4,5,23,120
City Centre Mall,26.152,91.776,2,1,78,120
City Centre Mall,26.152,91.776,14,1,69,120
Gateway of India Parking,18.922,72.834,7,3,56,80
Gateway of India Parking,18.922,72.834,14,1,35,80
M Chinnaswamy Stadium,12.978,77.599,0,1,299,600
M Chinnaswamy Stadium,12.978,77.599,21,3,315,600
UB City Mall,12.971,77.595,15,2,95,200
M Chinnaswamy Stadium,12.978,77.599,1,5,345,600
M Chinnaswamy Stadium,12.978,77.599,12,3,409,600
M Chinnaswamy Stadium,12.978,77.599,9,4,471,600
UB City Mall,12.971,77.595,0,3,126,200
Gateway of India Parking,18.922,72.834,3,1,63,80
Connaught Place,28.631,77.219,10,2,119,200
Gateway of India Parking,18.922,72.834,21,5,63,80
M Chinnaswamy Stadium,12.978,77.599,2,6,333,600
Guwahati Railway Station,26.181,91.75,13,5,197,300
M Chinnaswamy Stadium,12.978,77.599,3,6,262,600
India Gate Parking,28.612,77.229,1,6,58,100
City Centre Mall,26.152,91.776,15,1,54,120
Select CITYWALK,28.528,77.218,12,1,146,350
Indira Gandhi Athletic Stadium,26.111,91.761,2,6,246,500
Phoenix Marketcity,19.088,72.882,20,4,278,400
M Chinnaswamy Stadium,12.978,77.599,7,0,307,600
Phoenix Marketcity,19.088,72.882,13,5,249,400
Phoenix Marketcity,19.088,72.882,20,4,241,400
Indira Gandhi Athletic Stadium,26.111,91.761,9,6,251,500
India Gate Parking,28.612,77.229,3,2,77,100
Select CITYWALK,28.528,77.218,6,1,277,350
Guwahati Railway Station,26.181,91.75,1,3,194,300
Guwahati Railway Station,26.181,91.75,20,1,148,300
Phoenix Marketcity,19.088,72.882,7,0,285,400
Chhatrapati Shivaji Terminus,18.94,72.835,12,3,110,150
Indira Gandhi Athletic Stadium,26.111,91.761,10,0,275,500
Connaught Place,28.631,77.219,21,4,136,200
Gateway of India Parking,18.922,72.834,0,5,53,80
UB City Mall,12.971,77.595,22,5,30,200
Gateway of India Parking,18.922,72.834,19,0,32,80
Gateway of India Parking,18.922,72.834,12,6,55,80
UB City Mall,12.971,77.595,7,3,148,200
Select CITYWALK,28.528,77.218,2,2,142,350
Phoenix Marketcity,19.088,72.882,19,6,197,400
Guwahati Railway Station,26.181,91.75,22,6,235,300
M Chinnaswamy Stadium,12.978,77.599,15,1,272,600
City Centre Mall,26.152,91.776,6,5,14,120
UB City Mall,12.971,77.595,10,4,118,200
UB City Mall,12.971,77.595,22,1,145,200
Connaught Place,28.631,77.219,6,0,155,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,1,64,150
M Chinnaswamy Stadium,12.978,77.599,4,5,304,600
Chhatrapati Shivaji Terminus,18.94,72.835,3,2,80,150
Chhatrapati Shivaji Terminus,18.94,72.835,12,2,65,150
Chhatrapati Shivaji Terminus,18.94,72.835,20,1,75,150
Phoenix Marketcity,19.088,72.882,12,6,205,400
City Centre Mall,26.152,91.776,23,0,60,120
Connaught Place,28.631,77.219,5,2,117,200
Select CITYWALK,28.528,77.218,16,6,222,350
UB City Mall,12.971,77.595,20,0,121,200
Guwahati Railway Station,26.181,91.75,11,6,143,300
Connaught Place,28.631,77.219,8,2,126,200
Select CITYWALK,28.528,77.218,10,4,193,350
Connaught Place,28.631,77.219,9,3,98,200
City Centre Mall,26.152,91.776,6,5,12,120
UB City Mall,12.971,77.595,5,6,33,200
UB City Mall,12.971,77.595,17,6,24,200
Indira Gandhi Athletic Stadium,26.111,91.761,21,2,253,500
Gateway of India Parking,18.922,72.834,7,2,45,80
Gateway of India Parking,18.922,72.834,13,1,57,80
M Chinnaswamy Stadium,12.978,77.599,0,1,390,600
Indira Gandhi Athletic Stadium,26.111,91.761,18,0,298,500
Indira Gandhi Athletic Stadium,26.111,91.761,14,5,212,500
M Chinnaswamy Stadium,12.978,77.599,4,1,463,600
Guwahati Railway Station,26.181,91.75,7,2,135,300
UB City Mall,12.971,77.595,8,6,31,200
Gateway of India Parking,18.922,72.834,11,2,41,80
UB City Mall,12.971,77.595,7,6,20,200
Indira Gandhi Athletic Stadium,26.111,91.761,17,1,322,500
City Centre Mall,26.152,91.776,5,3,62,120
Connaught Place,28.631,77.219,11,0,151,200
UB City Mall,12.971,77.595,9,5,38,200
M Chinnaswamy Stadium,12.978,77.599,19,2,418,600
Gateway of India Parking,18.922,72.834,20,5,56,80
Indira Gandhi Athletic Stadium,26.111,91.761,22,0,316,500
Indira Gandhi Athletic Stadium,26.111,91.761,2,1,215,500
Chhatrapati Shivaji Terminus,18.94,72.835,6,5,67,150
Indira Gandhi Athletic Stadium,26.111,91.761,3,3,341,500
Phoenix Marketcity,19.088,72.882,2,4,200,400
Chhatrapati Shivaji Terminus,18.94,72.835,9,4,79,150
Chhatrapati Shivaji Terminus,18.94,72.835,19,4,90,150
UB City Mall,12.971,77.595,10,5,31,200
Phoenix Marketcity,19.088,72.882,3,5,160,400
UB City Mall,12.971,77.595,12,0,106,200
Indira Gandhi Athletic Stadium,26.111,91.761,12,0,367,500
India Gate Parking,28.612,77.229,1,6,60,100
Connaught Place,28.631,77.219,12,2,127,200
Phoenix Marketcity,19.088,72.882,3,2,191,400
Chhatrapati Shivaji Terminus,18.94,72.835,2,2,103,150
Phoenix Marketcity,19.088,72.882,20,4,174,400
City Centre Mall,26.152,91.776,6,0,54,120
India Gate Parking,28.612,77.229,10,6,61,100
Phoenix Marketcity,19.088,72.882,20,0,186,400
Select CITYWALK,28.528,77.218,11,1,270,350
India Gate Parking,28.612,77.229,13,0,62,100
UB City Mall,12.971,77.595,21,0,134,200
Connaught Place,28.631,77.219,17,2,122,200
UB City Mall,12.971,77.595,5,4,127,200
UB City Mall,12.971,77.595,3,1,126,200
Gateway of India Parking,18.922,72.834,17,3,33,80
Guwahati Railway Station,26.181,91.75,3,0,228,300
M Chinnaswamy Stadium,12.978,77.599,20,5,395,600
Guwahati Railway Station,26.181,91.75,15,3,121,300
Gateway of India Parking,18.922,72.834,15,1,62,80
India Gate Parking,28.612,77.229,2,0,73,100
India Gate Parking,28.612,77.229,9,1,52,100
Chhatrapati Shivaji Terminus,18.94,72.835,3,2,101,150
M Chinnaswamy Stadium,12.978,77.599,3,4,469,600
City Centre Mall,26.152,91.776,7,3,60,120
Connaught Place,28.631,77.219,5,0,153,200
City Centre Mall,26.152,91.776,20,1,78,120
UB City Mall,12.971,77.595,13,5,28,200
India Gate Parking,28.612,77.229,18,3,63,100
Guwahati Railway Station,26.181,91.75,5,1,237,300
Gateway of India Parking,18.922,72.834,2,2,43,80
UB City Mall,12.971,77.595,3,4,127,200
Gateway of India Parking,18.922,72.834,21,5,40,80
Select CITYWALK,28.528,77.218,14,2,165,350
M Chinnaswamy Stadium,12.978,77.599,9,0,372,600
Select CITYWALK,28.528,77.218,12,2,249,350
Select CITYWALK,28.528,77.218,6,0,256,350
Connaught Place,28.631,77.219,21,4,156,200
M Chinnaswamy Stadium,12.978,77.599,17,1,351,600
Phoenix Marketcity,19.088,72.882,0,4,247,400
Indira Gandhi Athletic Stadium,26.111,91.761,7,2,367,500
UB City Mall,12.971,77.595,10,0,145,200
India Gate Parking,28.612,77.229,14,3,59,100
Guwahati Railway Station,26.181,91.75,7,5,147,300
Connaught Place,28.631,77.219,16,5,131,200
Phoenix Marketcity,19.088,72.882,7,1,307,400
Chhatrapati Shivaji Terminus,18.94,72.835,12,3,81,150
Connaught Place,28.631,77.219,23,6,89,200
UB City Mall,12.971,77.595,19,2,120,200
Chhatrapati Shivaji Terminus,18.94,72.835,14,5,115,150
Indira Gandhi Athletic Stadium,26.111,91.761,5,0,259,500
Indira Gandhi Athletic Stadium,26.111,91.761,18,3,295,500
India Gate Parking,28.612,77.229,8,6,44,100
UB City Mall,12.971,77.595,16,3,131,200
M Chinnaswamy Stadium,12.978,77.599,0,3,463,600
India Gate Parking,28.612,77.229,0,3,42,100
UB City Mall,12.971,77.595,16,0,106,200
City Centre Mall,26.152,91.776,17,5,12,120
City Centre Mall,26.152,91.776,3,2,81,120
Indira Gandhi Athletic Stadium,26.111,91.761,14,3,355,500
Chhatrapati Shivaji Terminus,18.94,72.835,10,5,81,150
UB City Mall,12.971,77.595,10,6,28,200
UB City Mall,12.971,77.595,6,5,34,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,2,86,150
UB City Mall,12.971,77.595,19,3,152,200
M Chinnaswamy Stadium,12.978,77.599,8,3,331,600
India Gate Parking,28.612,77.229,12,2,65,100
City Centre Mall,26.152,91.776,11,6,9,120
City Centre Mall,26.152,91.776,9,4,80,120
Select CITYWALK,28.528,77.218,1,6,261,350
India Gate Parking,28.612,77.229,0,6,40,100
Chhatrapati Shivaji Terminus,18.94,72.835,4,1,112,150
UB City Mall,12.971,77.595,3,4,120,200
Chhatrapati Shivaji Terminus,18.94,72.835,21,3,112,150
Select CITYWALK,28.528,77.218,3,1,236,350
UB City Mall,12.971,77.595,1,5,27,200
Connaught Place,28.631,77.219,6,6,141,200
UB City Mall,12.971,77.595,9,1,92,200
Gateway of India Parking,18.922,72.834,12,4,41,80
Select CITYWALK,28.528,77.218,17,0,252,350
UB City Mall,12.971,77.595,4,0,144,200
Select CITYWALK,28.528,77.218,14,4,219,350
Indira Gandhi Athletic Stadium,26.111,91.761,0,4,324,500
UB City Mall,12.971,77.595,17,4,99,200
Connaught Place,28.631,77.219,17,2,131,200
City Centre Mall,26.152,91.776,15,0,70,120
UB City Mall,12.971,77.595,17,4,81,200
City Centre Mall,26.152,91.776,16,1,86,120
Indira Gandhi Athletic Stadium,26.111,91.761,8,3,285,500
M Chinnaswamy Stadium,12.978,77.599,13,5,416,600
Guwahati Railway Station,26.181,91.75,11,4,181,300
Gateway of India Parking,18.922,72.834,10,2,54,80
Indira Gandhi Athletic Stadium,26.111,91.761,12,6,386,500
Gateway of India Parking,18.922,72.834,18,5,42,80
Guwahati Railway Station,26.181,91.75,23,5,130,300
Phoenix Marketcity,19.088,72.882,16,0,225,400
Indira Gandhi Athletic Stadium,26.111,91.761,19,1,368,500
Guwahati Railway Station,26.181,91.75,0,3,167,300
Chhatrapati Shivaji Terminus,18.94,72.835,20,1,85,150
UB City Mall,12.971,77.595,14,3,156,200
Phoenix Marketcity,19.088,72.882,23,0,235,400
Indira Gandhi Athletic Stadium,26.111,91.761,13,3,247,500
Gateway of India Parking,18.922,72.834,16,4,55,80
India Gate Parking,28.612,77.229,16,0,64,100
India Gate Parking,28.612,77.229,13,0,77,100
Connaught Place,28.631,77.219,11,2,111,200
Select CITYWALK,28.528,77.218,5,2,230,350
Select CITYWALK,28.528,77.218,23,0,160,350
M Chinnaswamy Stadium,12.978,77.599,22,0,385,600
M Chinnaswamy Stadium,12.978,77.599,22,1,283,600
M Chinnaswamy Stadium,12.978,77.599,20,1,450,600
M Chinnaswamy Stadium,12.978,77.599,17,6,362,600
Guwahati Railway Station,26.181,91.75,5,5,228,300
UB City Mall,12.971,77.595,0,1,132,200
Phoenix Marketcity,19.088,72.882,12,2,286,400
Chhatrapati Shivaji Terminus,18.94,72.835,16,3,119,150
Chhatrapati Shivaji Terminus,18.94,72.835,7,1,74,150
Indira Gandhi Athletic Stadium,26.111,91.761,15,3,392,500
Gateway of India Parking,18.922,72.834,23,2,42,80
M Chinnaswamy Stadium,12.978,77.599,17,2,427,600
Indira Gandhi Athletic Stadium,26.111,91.761,23,5,266,500
Connaught Place,28.631,77.219,9,1,111,200
Indira Gandhi Athletic Stadium,26.111,91.761,19,0,315,500
Connaught Place,28.631,77.219,1,6,133,200
Chhatrapati Shivaji Terminus,18.94,72.835,6,5,77,150
M Chinnaswamy Stadium,12.978,77.599,0,0,247,600
Indira Gandhi Athletic Stadium,26.111,91.761,13,3,319,500
Connaught Place,28.631,77.219,16,3,87,200
Phoenix Marketcity,19.088,72.882,22,5,242,400
Phoenix Marketcity,19.088,72.882,16,1,198,400
M Chinnaswamy Stadium,12.978,77.599,4,6,331,600
Chhatrapati Shivaji Terminus,18.94,72.835,8,0,104,150
UB City Mall,12.971,77.595,8,4,112,200
Phoenix Marketcity,19.088,72.882,6,0,197,400
India Gate Parking,28.612,77.229,21,0,70,100
M Chinnaswamy Stadium,12.978,77.599,23,4,328,600
Gateway of India Parking,18.922,72.834,0,4,42,80
M Chinnaswamy Stadium,12.978,77.599,19,0,281,600
Phoenix Marketcity,19.088,72.882,8,3,166,400
City Centre Mall,26.152,91.776,9,0,49,120
UB City Mall,12.971,77.595,16,0,81,200
India Gate Parking,28.612,77.229,6,3,74,100
City Centre Mall,26.152,91.776,11,5,12,120
Indira Gandhi Athletic Stadium,26.111,91.761,23,3,376,500
Guwahati Railway Station,26.181,91.75,16,0,152,300
Indira Gandhi Athletic Stadium,26.111,91.761,13,0,225,500
Guwahati Railway Station,26.181,91.75,20,0,223,300
UB City Mall,12.971,77.595,22,5,33,200
Select CITYWALK,28.528,77.218,7,0,265,350
India Gate Parking,28.612,77.229,2,2,78,100
M Chinnaswamy Stadium,12.978,77.599,8,5,306,600
Guwahati Railway Station,26.181,91.75,11,5,136,300
Phoenix Marketcity,19.088,72.882,9,2,306,400
Chhatrapati Shivaji Terminus,18.94,72.835,18,4,67,150
City Centre Mall,26.152,91.776,6,5,23,120
Chhatrapati Shivaji Terminus,18.94,72.835,23,1,99,150
Connaught Place,28.631,77.219,21,1,145,200
M Chinnaswamy Stadium,12.978,77.599,12,6,403,600
UB City Mall,12.971,77.595,20,0,94,200
Phoenix Marketcity,19.088,72.882,1,4,269,400
Gateway of India Parking,18.922,72.834,19,5,46,80
Select CITYWALK,28.528,77.218,0,6,145,350
India Gate Parking,28.612,77.229,4,5,60,100
India Gate Parking,28.612,77.229,22,6,73,100
Select CITYWALK,28.528,77.218,15,0,189,350
City Centre Mall,26.152,91.776,16,1,57,120
Chhatrapati Shivaji Terminus,18.94,72.835,11,4,67,150
City Centre Mall,26.152,91.776,22,1,83,120
Chhatrapati Shivaji Terminus,18.94,72.835,19,5,71,150
Phoenix Marketcity,19.088,72.882,5,2,211,400
UB City Mall,12.971,77.595,4,5,21,200
Gateway of India Parking,18.922,72.834,23,1,35,80
UB City Mall,12.971,77.595,19,6,36,200
Chhatrapati Shivaji Terminus,18.94,72.835,21,3,103,150
Gateway of India Parking,18.922,72.834,3,1,40,80
